Block Type,96well,,
Chemistry,SYBR_GREEN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\LCB\20190426\SSDA-0.eds,,
Experiment Run End Time,2019-04-26 13:05:40 PM PDT,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,SYBR,ROX
C2,204,,
C3,204,-3047.505371,35954.47266
C4,204,,
C5,204,-6471.876953,33509.28125
C6,204,,
C7,204,-7269.862793,25035.96094
C8,204,,
C9,204,-2216.321289,34626.55859
C10,204,,
C11,204,,
C12,204,,
D1,204,-3015.248779,33779.64063
D2,204,,
D3,204,-4188.618652,33788.59375
D4,204,,
D5,204,-5013.133301,31602.94141
D6,204,,
D7,204,-6479.449707,24894.44336
D8,204,,
D9,204,223.2282562,39736.95313
D10,204,,
D11,204,,
D12,204,,
E1,204,-2804.256104,34854.85156
E2,204,,
E3,204,-1927.115601,37193.88672
E4,204,,
E5,204,-2348.984375,36880
E6,204,,
E7,204,-2719.382813,35314.54297
E8,204,,
E9,204,464.2605286,35354.46484
E10,204,,
E11,204,,
E12,204,,
F1,204,-3258.768555,36894.41797
F2,204,,
F3,204,-4154.734863,35519.26953
F4,204,,
F5,204,464.0984192,34250.42578
F6,204,,
F7,204,-3459.155273,35613.41016
F8,204,,
F9,204,-2803.548584,37106.63672
F10,204,,
F11,204,,
F12,204,,
G1,204,-8905.125977,33298.46094
G2,204,,
G3,204,-7873.121094,35416.94141
G4,204,,
G5,204,-9677.03125,37390.61328
G6,204,,
G7,204,-10522.47852,34049.29297
G8,204,,
G9,204,-7114.956055,44542.00781
G10,204,,
G11,204,,
G12,204,,
H1,204,-14327.76172,31852.64844
H2,204,,
H3,204,-14226.39746,36182.80078
H4,204,,
H5,204,-13238.19531,33737.61328
H6,204,,
H7,204,-14371.18945,36797.33594
H8,204,,
H9,204,-11128.27148,-2143.171387
H10,204,,
H11,204,,
H12,204,,
A1,205,5938.833984,31519.60938
A2,205,,
A3,205,16347.81152,40210.15625
A4,205,,
A5,205,10814.07813,34160.30469
A6,205,,
A7,205,10709.84961,36136.10156
A8,205,,
A9,205,13971.98438,39875.63281
A10,205,,
A11,205,,
A12,205,,
B1,205,-1767.352783,30062.56445
B2,205,,
B3,205,3486.217285,37162.77734
B4,205,,
B5,205,-2594.480713,32883.53516
B6,205,,
B7,205,-4722.779297,32220.32422
B8,205,,
B9,205,97.85153961,33820.46094
B10,205,,
B11,205,,
B12,205,,
C1,205,-2046.532104,39683.74609
C2,205,,
C3,205,-3944.187256,35941.90234
C4,205,,
C5,205,-7462.455078,32982.55469
C6,205,,
C7,205,-7891.80127,24925.5625
C8,205,,
C9,205,-3037.661865,34540.26953
C10,205,,
C11,205,,
C12,205,,
D1,205,-3958.95459,33763.49609
D2,205,,
D3,205,-5165.039063,33685.14063
D4,205,,
D5,205,-5763.055664,31956.40039
D6,205,,
D7,205,-7092.324219,24871.28711
D8,205,,
D9,205,-929.7390747,39589.92188
D10,205,,
D11,205,,
D12,205,,
E1,205,-3705.436523,34938.21484
E2,205,,
E3,205,-2935.276611,37087.57813
E4,205,,
E5,205,-3156.102051,37541.50391
E6,205,,
E7,205,-3583.653809,35422.35938
E8,205,,
E9,205,-539.999939,35424.69922
E10,205,,
E11,205,,
E12,205,,
F1,205,-4052.888672,36963.91797
F2,205,,
F3,205,-4917.490723,35347.72266
F4,205,,
F5,205,-213.5018463,34780.34766
F6,205,,
F7,205,-4243.027832,35611.16406
F8,205,,
F9,205,-3577.166504,37128.00781
F10,205,,
F11,205,,
F12,205,,
G1,205,-9204.50293,33243.60938
G2,205,,
G3,205,-8283.165039,35456.88281
G4,205,,
G5,205,-9989.111328,36782.18359
G6,205,,
G7,205,-10838.41992,34005.15625
G8,205,,
G9,205,-7510.363281,44342.16406
G10,205,,
G11,205,,
G12,205,,
H1,205,-14379.24805,31848.89063
H2,205,,
H3,205,-14269.62305,36186.5625
H4,205,,
H5,205,-13291.26074,34041.35156
H6,205,,
H7,205,-14400.08301,36704.64844
H8,205,,
H9,205,-11132.44141,-2162.458496
H10,205,,
H11,205,,
H12,205,,
A1,206,4447.993164,31505.87109
A2,206,,
A3,206,13862.00977,40160.39844
A4,206,,
A5,206,8917.053711,34220.99609
A6,206,,
A7,206,8592.613281,35987.64063
A8,206,,
A9,206,11871.09277,39880.43359
A10,206,,
A11,206,,
A12,206,,
B1,206,-2574.708008,29881.10742
B2,206,,
B3,206,2239.499512,37091.34766
B4,206,,
B5,206,-3485.501465,32943.15625
B6,206,,
B7,206,-5559.946289,32023.15234
B8,206,,
B9,206,-878.5005493,33838.38281
B10,206,,
B11,206,,
B12,206,,
C1,206,-3081.876221,39539.30078
C2,206,,
C3,206,-4917.549805,35830.58203
C4,206,,
C5,206,-8354.59668,32917.42578
C6,206,,
C7,206,-8522.890625,24723.4707
C8,206,,
C9,206,-3938.066406,34515.64844
C10,206,,
C11,206,,
C12,206,,
D1,206,-4952.484863,33718.85156
D2,206,,
D3,206,-6150.390137,33681.91797
D4,206,,
D5,206,-6815.674805,31638.96289
D6,206,,
D7,206,-7742.027344,24815.65625
D8,206,,
D9,206,-2083.964844,39484.67188
D10,206,,
D11,206,,
D12,206,,
E1,206,-4781.761719,34761.48828
E2,206,,
E3,206,-4000.563477,37024.33594
E4,206,,
E5,206,-4291.86377,37311.98828
E6,206,,
E7,206,-4547.579102,35577.16406
E8,206,,
E9,206,-1725.225342,35262.44531
E10,206,,
E11,206,,
E12,206,,
F1,206,-4991.21582,36832.17188
F2,206,,
F3,206,-5743.998047,35401.50781
F4,206,,
F5,206,-1196.841675,34745.36328
F6,206,,
F7,206,-5119.361328,35739.85938
F8,206,,
F9,206,-4427.501465,37093.13672
F10,206,,
F11,206,,
F12,206,,
G1,206,-9569.706055,33227.65234
G2,206,,
G3,206,-8763.548828,35376.25781
G4,206,,
G5,206,-10376.10938,36959.63281
G6,206,,
G7,206,-11167.6709,33833.54297
G8,206,,
G9,206,-7966.577637,44400.875
G10,206,,
G11,206,,
G12,206,,
H1,206,-14402.67676,31751.18945
H2,206,,
H3,206,-14273.27441,36180.38281
H4,206,,
H5,206,-13317.21582,33999.37109
H6,206,,
H7,206,-14465.76367,36640.75
H8,206,,
H9,206,-11153.85645,-2141.393066
H10,206,,
H11,206,,
H12,206,,
A1,207,3115.94751,31493.59961
A2,207,,
A3,207,11810.30859,40154.94141
A4,207,,
A5,207,7174.449219,34090.29688
A6,207,,
A7,207,6871.332031,35966.53125
A8,207,,
A9,207,9950.945313,39867.16797
A10,207,,
A11,207,,
A12,207,,
B1,207,-3314.478271,29907.79297
B2,207,,
B3,207,1019.643311,37052.40625
B4,207,,
B5,207,-4409.793945,32605.50391
B6,207,,
B7,207,-6349.563477,32138.75391
B8,207,,
B9,207,-1821.871582,33899.17188
B10,207,,
B11,207,,
B12,207,,
C1,207,-4098.596191,39708.39844
C2,207,,
C3,207,-5916.325684,35884.39453
C4,207,,
C5,207,-9286.555664,33146.53906
C6,207,,
C7,207,-9189.43457,24599.18945
C8,207,,
C9,207,-4839.066406,34642.72656
C10,207,,
C11,207,,
C12,207,,
D1,207,-5968.401367,33725.95703
D2,207,,
D3,207,-7144.369141,33662.39844
D4,207,,
D5,207,-7753.737305,31618.83594
D6,207,,
D7,207,-8398.225586,24642.60156
D8,207,,
D9,207,-3290.744873,39507.44922
D10,207,,
D11,207,,
D12,207,,
E1,207,-5779.667969,34854.42969
E2,207,,
E3,207,-5102.34375,36915.48438
E4,207,,
E5,207,-5419.338379,36918.66797
E6,207,,
E7,207,-5630.901855,35390.29688
E8,207,,
E9,207,-2902.716309,35234.11328
E10,207,,
E11,207,,
E12,207,,
F1,207,-5940.779297,36892.84766
F2,207,,
F3,207,-6562.849609,35496.72266
F4,207,,
F5,207,-2301.420654,34459.04297
F6,207,,
F7,207,-6043.976563,35661.36719
F8,207,,
F9,207,-5341.423828,37082.57031
F10,207,,
F11,207,,
F12,207,,
G1,207,-9978.006836,33051.05469
G2,207,,
G3,207,-9282.568359,35371
G4,207,,
G5,207,-10815.78906,37029.61328
G6,207,,
G7,207,-11597.77637,33840.60938
G8,207,,
G9,207,-8452.203125,44436.91016
G10,207,,
G11,207,,
G12,207,,
H1,207,-14434.78223,31792.51953
H2,207,,
H3,207,-14342.46289,36220.47656
H4,207,,
H5,207,-13342.40039,33791.6875
H6,207,,
H7,207,-14499.31152,36616.27734
H8,207,,
H9,207,-11150.6123,-2147.525879
H10,207,,
H11,207,,
H12,207,,
A1,208,1789.656372,31534.4707
A2,208,,
A3,208,9669.770508,40097.58984
A4,208,,
A5,208,5553.251953,34231.02344
A6,208,,
A7,208,5145.347168,36011.02734
A8,208,,
A9,208,7967.284668,39842.66406
A10,208,,
A11,208,,
A12,208,,
B1,208,-4186.961914,29728.12305
B2,208,,
B3,208,-349.3365784,37057.01172
B4,208,,
B5,208,-5224.847656,32997.26172
B6,208,,
B7,208,-7239.535645,31972.12891
B8,208,,
B9,208,-2904.209717,33791.02734
B10,208,,
B11,208,,
B12,208,,
C1,208,-5240.835449,39559.89844
C2,208,,
C3,208,-7007.047363,35850.84766
C4,208,,
C5,208,-10332.19824,32695.53906
C6,208,,
C7,208,-9853.777344,24584.42578
C8,208,,
C9,208,-5815.447754,34520.15234
C10,208,,
C11,208,,
C12,208,,
D1,208,-7044.258301,33737.14063
D2,208,,
D3,208,-8350.689453,33541.68359
D4,208,,
D5,208,-8817.90918,31507.31055
D6,208,,
D7,208,-9136.75,24561.15234
D8,208,,
D9,208,-4660.793457,39365.55469
D10,208,,
D11,208,,
D12,208,,
E1,208,-6959.95166,34821.54688
E2,208,,
E3,208,-6314.292969,36831.05859
E4,208,,
E5,208,-6542.878418,37209.73438
E6,208,,
E7,208,-6729.242676,35398.08203
E8,208,,
E9,208,-4235.770996,35053.38281
E10,208,,
E11,208,,
E12,208,,
F1,208,-7086.015137,36896.63672
F2,208,,
F3,208,-7571.582031,35365.47656
F4,208,,
F5,208,-3363.851807,34867.87891
F6,208,,
F7,208,-7090.522461,35556.10547
F8,208,,
F9,208,-6382.343262,36939.71875
F10,208,,
F11,208,,
F12,208,,
G1,208,-10440.25098,33197.02734
G2,208,,
G3,208,-9966.580078,35335.30859
G4,208,,
G5,208,-11309.36035,36856.37109
G6,208,,
G7,208,-12062.73926,33772.86719
G8,208,,
G9,208,-9083.976563,44339.59766
G10,208,,
G11,208,,
G12,208,,
H1,208,-14529.08594,31682.66016
H2,208,,
H3,208,-14402.44043,36182.90234
H4,208,,
H5,208,-13424.48047,34080.05078
H6,208,,
H7,208,-14583.10254,36548.66406
H8,208,,
H9,208,-11143.68555,-2142.563721
H10,208,,
H11,208,,
H12,208,,
A1,209,430.1456604,31401.16406
A2,209,,
A3,209,7566.71875,40138.17969
A4,209,,
A5,209,3758.380859,34119.23438
A6,209,,
A7,209,3398.228271,35935.12891
A8,209,,
A9,209,5921.929199,39767.40234
A10,209,,
A11,209,,
A12,209,,
B1,209,-5043.321777,29799.35352
B2,209,,
B3,209,-1816.10376,36966.20703
B4,209,,
B5,209,-6252.084961,32709.94531
B6,209,,
B7,209,-8120.167969,31999.95898
B8,209,,
B9,209,-3960.212891,33880.80469
B10,209,,
B11,209,,
B12,209,,
C1,209,-6379.364746,39583.72266
C2,209,,
C3,209,-8158.010254,35854.57813
C4,209,,
C5,209,-11368.81152,33089.60547
C6,209,,
C7,209,-10555.53906,24386.63086
C8,209,,
C9,209,-6845.172363,34454.24219
C10,209,,
C11,209,,
C12,209,,
D1,209,-8214.855469,33688.85938
D2,209,,
D3,209,-9515.791992,33473.76172
D4,209,,
D5,209,-9877.59375,31316.07422
D6,209,,
D7,209,-9874.112305,24437.63086
D8,209,,
D9,209,-6060.353516,39032.98047
D10,209,,
D11,209,,
D12,209,,
E1,209,-8102.844238,34855.33984
E2,209,,
E3,209,-7577.897461,36797.16016
E4,209,,
E5,209,-7785.559082,36793.20313
E6,209,,
E7,209,-7849.497559,35396.53125
E8,209,,
E9,209,-5619.134277,34799.46484
E10,209,,
E11,209,,
E12,209,,
F1,209,-8213.204102,36906.55078
F2,209,,
F3,209,-8627.138672,35348.14453
F4,209,,
F5,209,-4672.376953,34369.19531
F6,209,,
F7,209,-8186.814941,35468.27734
F8,209,,
F9,209,-7475.243164,36821.69531
F10,209,,
F11,209,,
F12,209,,
G1,209,-11008.40234,33021.73047
G2,209,,
G3,209,-10664.81055,35310.76172
G4,209,,
G5,209,-11889.35547,37046.26563
G6,209,,
G7,209,-12567.25098,33785.55469
G8,209,,
G9,209,-9814.661133,44417.71484
G10,209,,
G11,209,,
G12,209,,
H1,209,-14620.79102,31719.99414
H2,209,,
H3,209,-14506.33789,36135.83594
H4,209,,
H5,209,-13476.55273,33747.42578
H6,209,,
H7,209,-14687.3916,36535.16016
H8,209,,
H9,209,-11152.9668,-2142.181641
H10,209,,
H11,209,,
H12,209,,
A1,210,-887.7739258,31492.95703
A2,210,,
A3,210,5414.261719,40061.29688
A4,210,,
A5,210,2093.989258,34049.39844
A6,210,,
A7,210,1761.366577,35922.55078
A8,210,,
A9,210,3945.933838,39766.46094
A10,210,,
A11,210,,
A12,210,,
B1,210,-5902.253906,29642.69922
B2,210,,
B3,210,-3310.306396,36940.07422
B4,210,,
B5,210,-7214.34082,32599.75586
B6,210,,
B7,210,-9048.388672,31810.81445
B8,210,,
B9,210,-5053.102051,33908.93359
B10,210,,
B11,210,,
B12,210,,
C1,210,-7493.18457,39651.01563
C2,210,,
C3,210,-9293.604492,35811.93359
C4,210,,
C5,210,-12387.63184,32982.69141
C6,210,,
C7,210,-11254.5293,24346.86719
C8,210,,
C9,210,-7785.296387,34532.58203
C10,210,,
C11,210,,
C12,210,,
D1,210,-9276.165039,33781.02344
D2,210,,
D3,210,-10634,33407.0625
D4,210,,
D5,210,-10856.75879,31387.07813
D6,210,,
D7,210,-10552.5918,24454.64453
D8,210,,
D9,210,-7350.087891,39105.76172
D10,210,,
D11,210,,
D12,210,,
E1,210,-9244.516602,34889.94531
E2,210,,
E3,210,-8776.814453,36752.94922
E4,210,,
E5,210,-8866.635742,36728.98438
E6,210,,
E7,210,-8965.22168,35467.54297
E8,210,,
E9,210,-6935.455078,34800.80859
E10,210,,
E11,210,,
E12,210,,
F1,210,-9288.375977,36979.96484
F2,210,,
F3,210,-9587.126953,35355.45703
F4,210,,
F5,210,-5869.218262,34291.36719
F6,210,,
F7,210,-9242.431641,35470.85156
F8,210,,
F9,210,-8556.313477,36849.10156
F10,210,,
F11,210,,
F12,210,,
G1,210,-11485.72461,33092.10938
G2,210,,
G3,210,-11381.45215,35267.41797
G4,210,,
G5,210,-12439.76172,37050.08203
G6,210,,
G7,210,-13082.49023,33686.91406
G8,210,,
G9,210,-10551.48926,44220.92969
G10,210,,
G11,210,,
G12,210,,
H1,210,-14677.25879,31734.50391
H2,210,,
H3,210,-14681.80078,36135.90625
H4,210,,
H5,210,-13486.34375,33838
H6,210,,
H7,210,-14790.87891,36431.30859
H8,210,,
H9,210,-11148.07715,-2147.110352
H10,210,,
H11,210,,
H12,210,,
A1,211,-2223.746826,31419.13477
A2,211,,
A3,211,3219.534668,40081.62891
A4,211,,
A5,211,355.7209167,34036.08203
A6,211,,
A7,211,-15.29389668,35952.08203
A8,211,,
A9,211,1940.134033,39670.12891
A10,211,,
A11,211,,
A12,211,,
B1,211,-6713.67627,29675.66797
B2,211,,
B3,211,-4776.90625,36901.67969
B4,211,,
B5,211,-8174.158203,32359.67383
B6,211,,
B7,211,-9918.588867,32029.18555
B8,211,,
B9,211,-6069.592285,33950.74609
B10,211,,
B11,211,,
B12,211,,
C1,211,-8591.044922,39619.41406
C2,211,,
C3,211,-10381.85352,35826.09766
C4,211,,
C5,211,-13297.50195,33254.64453
C6,211,,
C7,211,-11940.67285,24188.4043
C8,211,,
C9,211,-8716.524414,34438.70313
C10,211,,
C11,211,,
C12,211,,
D1,211,-10309.88184,33657.30078
D2,211,,
D3,211,-11716.31641,33272.48828
D4,211,,
D5,211,-11803.08301,30939.67383
D6,211,,
D7,211,-11198.88965,24172.6582
D8,211,,
D9,211,-8563.243164,38842.88281
D10,211,,
D11,211,,
D12,211,,
E1,211,-10288.07715,34731.35938
E2,211,,
E3,211,-9837.813477,36728.25391
E4,211,,
E5,211,-9905.250977,36190.76172
E6,211,,
E7,211,-10003.32813,35158.32422
E8,211,,
E9,211,-8144.855469,34598.80859
E10,211,,
E11,211,,
E12,211,,
F1,211,-10300.75098,36902.50781
F2,211,,
F3,211,-10477.04785,35182.65625
F4,211,,
F5,211,-6980.647461,33958.17969
F6,211,,
F7,211,-10235.94336,35282.09766
F8,211,,
F9,211,-9506.439453,36803.44922
F10,211,,
F11,211,,
F12,211,,
G1,211,-11904.77344,33102.91406
G2,211,,
G3,211,-12034.34473,35284.05859
G4,211,,
G5,211,-12901.64355,37509.96484
G6,211,,
G7,211,-13538.10938,33818.00781
G8,211,,
G9,211,-11246.61328,44189.92188
G10,211,,
G11,211,,
G12,211,,
H1,211,-14768.54004,31638.07227
H2,211,,
H3,211,-14827.50586,36099.53516
H4,211,,
H5,211,-13531.12598,33665.23438
H6,211,,
H7,211,-14923.95508,36479.59766
H8,211,,
H9,211,-11173.50684,-2142.463379
H10,211,,
H11,211,,
H12,211,,
A1,212,-3315.271729,31318.42773
A2,212,,
A3,212,1345.622681,40024.63672
A4,212,,
A5,212,-1116.910889,33968.91797
A6,212,,
A7,212,-1453.948608,35893.53125
A8,212,,
A9,212,310.6384583,39798.80078
A10,212,,
A11,212,,
A12,212,,
B1,212,-7407.567383,29634.91211
B2,212,,
B3,212,-6104.950684,36861.42188
B4,212,,
B5,212,-9004.962891,32389.32813
B6,212,,
B7,212,-10733.13477,31753.50586
B8,212,,
B9,212,-6979.289551,33832.99219
B10,212,,
B11,212,,
B12,212,,
C1,212,-9502.532227,39607
C2,212,,
C3,212,-11291.59766,35754.19531
C4,212,,
C5,212,-14158.95313,33111.625
C6,212,,
C7,212,-12475.5752,24102.66797
C8,212,,
C9,212,-9465.918945,34487.15625
C10,212,,
C11,212,,
C12,212,,
D1,212,-11125.30957,33745.19922
D2,212,,
D3,212,-12573.03223,33256.55078
D4,212,,
D5,212,-12604.52734,31201.03516
D6,212,,
D7,212,-11747.53125,24302.94531
D8,212,,
D9,212,-9568.573242,38836.46094
D10,212,,
D11,212,,
D12,212,,
E1,212,-11105.89844,34705.97656
E2,212,,
E3,212,-10751.75391,36657.34375
E4,212,,
E5,212,-10708.89844,36338.86328
E6,212,,
E7,212,-10812.53906,35422.58594
E8,212,,
E9,212,-9159.578125,34588.98438
E10,212,,
E11,212,,
E12,212,,
F1,212,-11145.54492,36771.19922
F2,212,,
F3,212,-11226.34082,35277.37109
F4,212,,
F5,212,-7900.102539,34095.20703
F6,212,,
F7,212,-11049.56348,35341.33594
F8,212,,
F9,212,-10278.23145,37015.45703
F10,212,,
F11,212,,
F12,212,,
G1,212,-12229.97363,32981.38281
G2,212,,
G3,212,-12465.46289,35217.97656
G4,212,,
G5,212,-13217.48828,37177.8125
G6,212,,
G7,212,-13802.23438,33649.37891
G8,212,,
G9,212,-11736.44141,44256.47656
G10,212,,
G11,212,,
G12,212,,
H1,212,-14824.72559,31563.72852
H2,212,,
H3,212,-14959.99316,36074.60156
H4,212,,
H5,212,-13546.60156,33669.64844
H6,212,,
H7,212,-15012.70605,36326.70313
H8,212,,
H9,212,-11196.00781,-2148.438965
H10,212,,
H11,212,,
H12,212,,
A1,213,-4370.335938,31314.03516
A2,213,,
A3,213,-352.479187,40021.5625
A4,213,,
A5,213,-2414.286133,34012.48438
A6,213,,
A7,213,-2781.593262,35895.58594
A8,213,,
A9,213,-1263.762939,39735.81641
A10,213,,
A11,213,,
A12,213,,
B1,213,-8076.475098,29526.34961
B2,213,,
B3,213,-7380.374023,36933.35156
B4,213,,
B5,213,-9700.199219,32657.68359
B6,213,,
B7,213,-11456.50977,31824.11523
B8,213,,
B9,213,-7871.093262,33762.69141
B10,213,,
B11,213,,
B12,213,,
C1,213,-10382.23438,39349.17578
C2,213,,
C3,213,-12152.52051,35811.95313
C4,213,,
C5,213,-14896.56641,32682.30273
C6,213,,
C7,213,-13028.61621,24014.47266
C8,213,,
C9,213,-10151.62891,34472.86328
C10,213,,
C11,213,,
C12,213,,
D1,213,-11862.83203,33600.38281
D2,213,,
D3,213,-13312.94043,33116.83594
D4,213,,
D5,213,-13261.32227,31390.53516
D6,213,,
D7,213,-12213.79395,24111.33008
D8,213,,
D9,213,-10453.81836,38799.42969
D10,213,,
D11,213,,
D12,213,,
E1,213,-11810.94824,34761.22656
E2,213,,
E3,213,-11490.81445,36487.00781
E4,213,,
E5,213,-11382.58887,36864.16406
E6,213,,
E7,213,-11492.38574,35229.37109
E8,213,,
E9,213,-10038.54297,34445.78516
E10,213,,
E11,213,,
E12,213,,
F1,213,-11861.34766,36846.28906
F2,213,,
F3,213,-11844.52637,35088.46094
F4,213,,
F5,213,-8662.924805,34566.03516
F6,213,,
F7,213,-11745.06934,35226.25781
F8,213,,
F9,213,-10974.93652,36922.58984
F10,213,,
F11,213,,
F12,213,,
G1,213,-12412.59473,32927.80469
G2,213,,
G3,213,-12873.08691,35299.77734
G4,213,,
G5,213,-13431.00879,36628.26563
G6,213,,
G7,213,-14041.5332,33665.94531
G8,213,,
G9,213,-12101.1123,44206.21875
G10,213,,
G11,213,,
G12,213,,
H1,213,-14867.57813,31573.98828
H2,213,,
H3,213,-15035.51367,36075.69141
H4,213,,
H5,213,-13566.95996,33842
H6,213,,
H7,213,-15089.08398,36407.59375
H8,213,,
H9,213,-11197.96484,-2136.009766
H10,213,,
H11,213,,
H12,213,,
A1,214,-5311.119629,31217.36328
A2,214,,
A3,214,-1978.916504,39982.71484
A4,214,,
A5,214,-3636.968262,33860.58594
A6,214,,
A7,214,-3990.41748,35850.76563
A8,214,,
A9,214,-2661.716797,39753.32422
A10,214,,
A11,214,,
A12,214,,
B1,214,-8657.853516,29538.34961
B2,214,,
B3,214,-8572.699219,36774.07813
B4,214,,
B5,214,-10386.06738,32406.51563
B6,214,,
B7,214,-12113.51855,31630.28125
B8,214,,
B9,214,-8627.460938,33748.39844
B10,214,,
B11,214,,
B12,214,,
C1,214,-11106.19727,39285.90234
C2,214,,
C3,214,-12881.70801,35698.92188
C4,214,,
C5,214,-15543.47852,32821.27344
C6,214,,
C7,214,-13467.42383,23939.42773
C8,214,,
C9,214,-10768.43945,34507.58203
C10,214,,
C11,214,,
C12,214,,
D1,214,-12469.33984,33509.76563
D2,214,,
D3,214,-13939.73242,33093.32422
D4,214,,
D5,214,-13820.84766,31328.7168
D6,214,,
D7,214,-12623.6084,24192.1543
D8,214,,
D9,214,-11209.11328,38624.46484
D10,214,,
D11,214,,
D12,214,,
E1,214,-12356.8877,34752.84766
E2,214,,
E3,214,-12134.70215,36445.46875
E4,214,,
E5,214,-11903.67285,36637.91406
E6,214,,
E7,214,-12044.84961,35385.27344
E8,214,,
E9,214,-10770.28027,34193.45703
E10,214,,
E11,214,,
E12,214,,
F1,214,-12472.20801,36806.08984
F2,214,,
F3,214,-12377.43066,35183.32031
F4,214,,
F5,214,-9356.540039,34257.35156
F6,214,,
F7,214,-12354.59766,35270.05859
F8,214,,
F9,214,-11595.83984,36673.96484
F10,214,,
F11,214,,
F12,214,,
G1,214,-12608.33496,32881.46094
G2,214,,
G3,214,-13121.83496,35173.48047
G4,214,,
G5,214,-13635.19727,36714.07422
G6,214,,
G7,214,-14242.76172,33591.89844
G8,214,,
G9,214,-12348.24316,44159.28906
G10,214,,
G11,214,,
G12,214,,
H1,214,-14946.57227,31538.96094
H2,214,,
H3,214,-15063.87402,36063.51172
H4,214,,
H5,214,-13580.46582,33676.14453
H6,214,,
H7,214,-15121.93066,36251.87109
H8,214,,
H9,214,-11216.31543,-2159.165527
H10,214,,
H11,214,,
H12,214,,
A1,215,-6035.318848,31156.06836
A2,215,,
A3,215,-3242.288086,39957.05078
A4,215,,
A5,215,-4527.149414,33920.4375
A6,215,,
A7,215,-4937.108887,35787.72656
A8,215,,
A9,215,-3823.583252,39686.3125
A10,215,,
A11,215,,
A12,215,,
B1,215,-9098.828125,29535.28516
B2,215,,
B3,215,-9530.766602,36770.22656
B4,215,,
B5,215,-10863.0459,32520.55859
B6,215,,
B7,215,-12666.87598,31784.15234
B8,215,,
B9,215,-9217.543945,33830.84766
B10,215,,
B11,215,,
B12,215,,
C1,215,-11631.42871,39411.82031
C2,215,,
C3,215,-13424.48047,35775.44141
C4,215,,
C5,215,-16000.18262,32670.60547
C6,215,,
C7,215,-13778.13379,23751.11719
C8,215,,
C9,215,-11213.91895,34391.94922
C10,215,,
C11,215,,
C12,215,,
D1,215,-12886.88672,33661.16406
D2,215,,
D3,215,-14432.48438,33052.39453
D4,215,,
D5,215,-14220.07031,31350.91016
D6,215,,
D7,215,-12880.27637,23970.60742
